,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
295,2009,1143161.6,1143161.6,1143161.6,2009-08-14,045828282,BAE SYSTEMS INFORMATION TECHNOLOGY INCORPORATED
296,2009,258430.0,258430.0,2247343.28,2009-02-17,956122402,PYRAMID SYSTEMS INCORPORATED
297,2009,170069.96,170069.96,170069.96,2009-07-17,143147762,INFORELIANCE CORPORATION
298,2009,347129.31,343458.0,347129.31,2009-07-14,068729529,CAIRO CORPORATION
299,2009,100414.32,100414.32,100414.32,2009-08-29,167658512,R M VREDENBURG AND COMPANY
300,2009,8866.0,8866.0,8866.0,2009-06-24,878504856,APPIAN CORPORATION
301,2009,419097.6,419097.6,419097.6,2009-08-27,843952123,"SOFT-CON ENTERPRISES, INC."
302,2009,4214184.98,4214184.98,8862212.99,2009-08-28,019121586,DELOITTE CONSULTING L.P.
303,2009,7080.0,7080.0,7080.0,2009-03-23,835705906,GEONORTH LLC
304,2009,99820.0,99820.0,99820.0,2009-09-22,143147762,INFORELIANCE CORPORATION
305,2009,436790.0,436790.0,436790.0,2008-12-03,150780674,UNISYS CORPORATION
306,2009,10935.0,10935.0,10935.0,2009-09-16,150780674,UNISYS CORPORATION
307,2009,5679335.0,4422023.0,5679335.0,2009-03-03,162823777,BOOZ ALLEN HAMILTON INCORPORATED (3626)
308,2009,189540.0,189540.0,189540.0,2009-07-23,938265865,SOFTWARE INFORMATION RESOURCES
309,2009,1471520.0,1471520.0,1471520.0,2009-08-31,621599893,A T & T CORP
310,2009,536671.0,536671.0,536671.0,2009-08-05,621599893,A T & T CORP
311,2009,479879.0,479879.0,479879.0,2009-05-27,150780674,UNISYS CORPORATION
312,2009,1426.92,1426.92,1426.92,2009-01-14,127327877,"KADIX SYSTEMS, LLC"
313,2009,367979.0,367979.0,0.0,2009-07-15,097220180,"GARTNER, INC."
314,2009,1000230.22,1000230.22,1000230.22,2009-01-28,033324117,PRIMESCAPE SOLUTIONS INCORPORATED
315,2009,50696.8,50696.8,50696.8,2009-02-05,116207978,"APPTIS, INC."
316,2009,2104320.0,2104320.0,2104320.0,2009-07-31,011443269,"ACTIONET, INC."
317,2009,261980.7,261980.7,261980.7,2009-03-16,849732912,T F S GROUP INC
318,2009,799619.86,799619.86,799619.86,2009-08-28,083864038,NORTHROP GRUMMAN SPACE AND MISSION SYSTEMS CORPORATION
319,2009,10111.3,10111.3,10111.3,2009-01-12,024966595,QUALITY ASSOCIATES INCORPORATE
320,2009,43961.19,43961.19,43961.19,2009-06-10,088365767,CARAHSOFT TECHNOLOGY CORPORATION
321,2009,2626731.0,2626731.0,2626731.0,2009-03-02,064677243,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773)
322,2009,44983.8,44983.8,44983.8,2008-10-30,097779698,SYSTEMS RESEARCH AND APPLICATI
323,2009,24021.5,24021.5,24021.5,2009-09-25,097779698,SYSTEMS RESEARCH AND APPLICATI
324,2009,2670.0,2670.0,2670.0,2009-07-10,017631941,"VISION TECHNOLOGIES, INC."
325,2009,47983.17,47983.17,47983.17,2009-09-18,785013215,I3 FEDERAL LIMITED LIABILITY COMPANY
326,2009,100000.0,100000.0,100000.0,2009-01-26,014097146,BEARINGPOINT INCORPORATED (0505)
327,2009,91137.7,91137.7,91137.7,2009-07-31,831063904,LORAL FEDERAL SYSTEMS COMPANY
328,2009,89456.25,89456.25,89456.25,2008-10-17,098692374,IMMIXTECHNOLOGY INC
329,2009,302749.59,302749.59,302749.59,2009-02-27,601711534,INFOPRO INC
330,2009,24925.6,24925.6,24925.6,2009-09-24,831063904,LORAL FEDERAL SYSTEMS COMPANY
331,2009,16763.73,16763.73,16763.73,2009-08-12,088365767,CARAHSOFT TECHNOLOGY CORPORATION
332,2009,45624.4,45624.4,45624.4,2009-08-31,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
333,2009,22064.62,22064.62,22064.62,2009-03-31,039405365,"TROUX TECHNOLOGIES, INC"
334,2009,7933.4,7933.4,7933.4,2009-02-26,064299332,EMTEC FEDERAL INCORPORATED
335,2009,117454.31,117454.31,117454.31,2009-09-03,051237027,FEDSTORE CORPORATION
336,2009,3975.0,3975.0,3975.0,2009-05-15,828097063,XYZ SCIENTIFIC APPLICATIONS
337,2009,92266.91,92266.91,92266.91,2009-01-12,838918183,"MANTECH GRAY HAWK SYSTEMS, INC."
338,2009,1115673.8,1115673.8,1115673.8,2009-01-29,809887164,"THUNDERCAT TECHNOLOGY, LLC"
